S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
6240,Maruti Ritz VDi,Hyderabad,2015,82242,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5.0,,
6241,Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2018,107281,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,,
6242,Tata Sumo EX 10/7 Str BSII,Chennai,2021,196000,Diesel,Manual,Second,12.2 kmpl,1948 CC,68 bhp,10.0,,
6243,Audi Q3 35 TDI Quattro Premium Plus,Ahmedabad,2021,75000,Diesel,Automatic,First,15.17 kmpl,1968 CC,181 bhp,5.0,43.65 Lakh,
6244,Fiat Grande Punto 1.2 Emotion,Kolkata,2017,11791,Petrol,Manual,First,16.2 kmpl,1172 CC,68 bhp,5.0,,
6245,Hyundai Elantra SX,Ahmedabad,2019,46000,Petrol,Manual,First,16.3 kmpl,1797 CC,147.5 bhp,5.0,,
6246,Volkswagen Polo Diesel Trendline 1.2L,Pune,2017,81000,Diesel,Manual,Second,22.07 kmpl,1199 CC,73.9 bhp,5.0,,
6247,Toyota Etios Cross 1.2L G,Coimbatore,2021,46950,Petrol,Manual,First,17.71 kmpl,1197 CC,78.8 bhp,5.0,8.23 Lakh,
6248,Hyundai Grand i10 Asta Option,Chennai,2023,18000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,
6249,Mahindra Scorpio S4 7 Seater,Coimbatore,2022,95942,Diesel,Manual,First,15.4 kmpl,2179 CC,120 bhp,7.0,,
6250,Maruti Ciaz VXi Plus,Kochi,2022,42925,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5.0,,
6251,Ford Figo Petrol Titanium,Hyderabad,2020,33750,Petrol,Manual,First,15.6 kmpl,1196 CC,70.02 bhp,5.0,,
6252,Mini Cooper S,Mumbai,2022,14000,Petrol,Automatic,First,13.6 kmpl,1598 CC,181 bhp,4.0,,
6253,Hyundai Creta 1.6 CRDi SX,Bangalore,2021,29000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,
6254,Mahindra XUV500 W8 2WD,Kochi,2021,67365,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,
6255,Mahindra XUV500 W8 2WD,Coimbatore,2020,67791,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,
6256,Mahindra Thar CRDe AC,Hyderabad,2022,20000,Diesel,Manual,First,16.55 kmpl,2498 CC,105 bhp,6.0,,
6257,Maruti Swift Dzire VDi,Jaipur,2017,90198,Diesel,Manual,Second,19.3 kmpl,1248 CC,73.9 bhp,5.0,,
6258,Hyundai i10 Sportz 1.1L,Pune,2016,77000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,
6259,Maruti Ciaz VXi,Kochi,2023,42520,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5.0,,
6260,Maruti Wagon R LXI DUO BSIII,Jaipur,2015,87829,LPG,Manual,First,17.3 km/kg,1061 CC,57.5 bhp,5.0,,
6261,Maruti Baleno Delta CVT,Ahmedabad,2023,21701,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,8.57 Lakh,
6262,Maruti Alto LX BSIII,Coimbatore,2014,86033,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,
6263,Hyundai Xcent 1.2 Kappa S Option,Mumbai,2021,25000,Petrol,Manual,First,19.1 kmpl,1197 CC,81.86 bhp,5.0,,
6264,Toyota Corolla Altis Diesel D4DG,Kolkata,2017,45000,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5.0,,
6265,Volkswagen Polo Petrol Highline 1.2L,Coimbatore,2024,22987,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,
6266,Hyundai i10 Era,Jaipur,2015,48725,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,
6267,Hyundai Grand i10 1.2 Kappa Sportz,Hyderabad,2019,42500,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,7.19 Lakh,
6268,Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,2020,35000,Petrol,Automatic,First,17.1 kmpl,1591 CC,121.4 bhp,5.0,,
6269,Ford Fiesta 1.4 SXi TDCi ABS,Bangalore,2020,56000,Diesel,Manual,Second,17.8 kmpl,1399 CC,68 bhp,5.0,,
6270,Tata Xenon XT EX 4X2,Hyderabad,2020,10000,Diesel,Manual,First,13.49 kmpl,2179 CC,138.03 bhp,5.0,,
6271,Maruti Alto K10 2010-2014 VXI,Mumbai,2016,15669,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5.0,,
6272,Audi A6 2011-2015 35 TDI Premium,Kochi,2022,55331,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,
6273,Renault Duster 85PS Diesel RxL Optional,Pune,2021,44535,Diesel,Manual,First,20.46 kmpl,1461 CC,83.8 bhp,5.0,,
6274,Mahindra Thar 4X4,Delhi,2018,74000,Diesel,Manual,First,16.55 kmpl,2498 CC,105 bhp,7.0,,
6275,Toyota Innova 2.5 GX (Diesel) 7 Seater,Delhi,2020,77901,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,,
6276,Maruti Swift Dzire VXi,Kolkata,2016,58186,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5.0,,
6277,Chevrolet Aveo 1.6 LT,Mumbai,2016,30000,Petrol,Manual,First,14.2 kmpl,1598 CC,102 bhp,5.0,,
6278,Toyota Etios GD,Bangalore,2018,90000,Diesel,Manual,First,23.59 kmpl,1364 CC,null bhp,5.0,,
6279,Jaguar XE Portfolio,Coimbatore,2024,14730,Petrol,Automatic,First,13.5 kmpl,1999 CC,246.74 bhp,5.0,56.98 Lakh,
6280,Maruti Alto LXi,Jaipur,2019,40000,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5.0,,
6281,Chevrolet Aveo U-VA 1.2 LS,Chennai,2013,88107,Petrol,Manual,Second,15.26 kmpl,1150 CC,74.9 bhp,5.0,,
6282,Volkswagen Vento 1.5 TDI Highline,Delhi,2018,53226,Diesel,Manual,Second,20.64 kmpl,1498 CC,108.5 bhp,5.0,14.13 Lakh,
6283,Maruti Swift VDI BSIV,Hyderabad,2019,76000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,
6284,Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2014,200000,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,8.0,,
6285,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Hyderabad,2019,73000,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,5.0,,
6286,Hyundai Accent GLE 1,Jaipur,2015,77200,Petrol,Manual,Second,13.2 kmpl,1495 CC,94 bhp,5.0,,
6287,Audi A4 New 2.0 TDI Multitronic,Delhi,2018,67000,Diesel,Automatic,Second,15.2 kmpl,1968 CC,140.8 bhp,5.0,,
6288,Chevrolet Tavera LS B3 10 Seats BSIII,Hyderabad,2011,150000,Diesel,Manual,Second,14.8 kmpl,2499 CC,80 bhp,10.0,,
6289,Mahindra Xylo E8 ABS BS IV,Jaipur,2015,145278,Diesel,Manual,Second,11.68 kmpl,2498 CC,112 bhp,8.0,,
6290,Hyundai i20 Active SX Diesel,Chennai,2021,62083,Diesel,Manual,First,21.19 kmpl,1396 CC,88.76 bhp,5.0,11.48 Lakh,
6291,Honda Civic 2006-2010 1.8 V MT,Pune,2016,61696,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,5.0,,
6292,Ford EcoSport 1.5 Diesel Titanium,Ahmedabad,2023,28000,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,5.0,11.2 Lakh,
6293,Mercedes-Benz New C-Class 220 CDI AT,Coimbatore,2019,50142,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,5.0,,
6294,Skoda Superb Elegance 1.8 TSI AT,Mumbai,2020,45000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,,
6295,Skoda Rapid 1.5 TDI Elegance,Pune,2020,97513,Diesel,Manual,First,21.14 kmpl,1498 CC,103.52 bhp,5.0,,
6296,Mercedes-Benz E-Class 2009-2013 E200 CGI Blue Efficiency,Mumbai,2017,55000,Petrol,Automatic,Second,12.3 kmpl,1796 CC,185 bhp,5.0,,
6297,Maruti 800 AC,Hyderabad,2010,82000,Petrol,Manual,Second,16.1 kmpl,796 CC,37 bhp,4.0,,
6298,Maruti Swift LDI,Delhi,2019,71501,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,
6299,Honda BR-V i-DTEC S MT,Hyderabad,2023,23000,Diesel,Manual,First,21.9 kmpl,1498 CC,98.6 bhp,7.0,14.13 Lakh,
6300,Audi A6 2011-2015 2.0 TDI Technology,Kochi,2021,66095,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,
6301,Toyota Fortuner 3.0 Diesel,Mumbai,2020,49500,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7.0,,
6302,Toyota Camry MT with Moonroof,Chennai,2015,90000,Petrol,Manual,First,13.4 kmpl,2362 CC,164.7 bhp,5.0,,
6303,Maruti Ignis 1.2 Delta,Mumbai,2023,25384,Petrol,Manual,First,20.89 kmpl,1197 CC,81.80 bhp,5.0,6.41 Lakh,
6304,Hyundai Verna 1.6 VTVT S,Delhi,2022,27529,Petrol,Manual,Second,17.01 kmpl,1591 CC,121.3 bhp,5.0,,
6305,Honda City V MT,Kochi,2018,69297,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5.0,,
6306,Honda City 1.5 E MT,Hyderabad,2015,66000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,
6307,Mahindra Verito 1.5 D4 BSIV,Hyderabad,2018,20000,Diesel,Manual,First,21.03 kmpl,1461 CC,65 bhp,5.0,9.12 Lakh,
6308,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Chennai,2021,67000,Diesel,Automatic,First,11.3 kmpl,2987 CC,254.8 bhp,7.0,,
6309,Hyundai EON D Lite Plus,Coimbatore,2021,36933,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,
6310,Toyota Innova 2.5 G (Diesel) 8 Seater,Mumbai,2013,194000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8.0,,
6311,Maruti Ertiga VDI,Kolkata,2019,42200,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,,
6312,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2021,53093,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7.0,,
6313,Honda City 1.5 E MT,Pune,2018,88000,Petrol,Manual,Third & above,17.0 kmpl,1497 CC,118 bhp,5.0,,
6314,Maruti Alto K10 LXI,Kochi,2023,42954,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5.0,3.91 Lakh,
6315,Tata Indica V2 eLX,Chennai,2021,106000,Diesel,Manual,First,25.0 kmpl,1396 CC,69 bhp,5.0,,
6316,BMW 5 Series 2013-2017 520d Luxury Line,Kochi,2021,41700,Diesel,Automatic,First,18.12 kmpl,1995 CC,190 bhp,5.0,,
6317,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Coimbatore,2024,34464,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,5.0,,
6318,Chevrolet Beat LT,Ahmedabad,2016,15000,Petrol,Manual,First,17.8 kmpl,1199 CC,76.8 bhp,5.0,,
6319,Maruti Zen Estilo LXI BS IV,Pune,2016,70000,Petrol,Manual,Second,19.0 kmpl,998 CC,67.1 bhp,5.0,,
6320,Mahindra XUV500 W8 4WD,Hyderabad,2023,119256,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,
6321,Honda City 1.5 V MT,Coimbatore,2017,50036,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,
6322,Toyota Innova 2.5 VX (Diesel) 7 Seater,Ahmedabad,2019,58000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,,
6323,Hyundai i20 1.2 Magna,Pune,2017,75000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5.0,,
6324,Maruti Alto K10 2010-2014 VXI,Hyderabad,2019,53313,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5.0,,
6325,Toyota Innova 2.5 G (Diesel) 8 Seater,Kolkata,2021,73000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8.0,,
6326,Nissan Micra Diesel XV,Kochi,2019,83989,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5.0,,
6327,Hyundai Creta 1.6 CRDi SX,Chennai,2021,86247,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,
6328,Toyota Innova 2.5 G (Diesel) 8 Seater,Mumbai,2022,24000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8.0,,
6329,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Hyderabad,2016,58000,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,5.0,,
6330,Hyundai i20 Asta 1.2,Kolkata,2021,33000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,
6331,Honda Accord VTi-L (AT),Hyderabad,2011,100000,Petrol,Automatic,First,11.1 kmpl,2354 CC,142 bhp,5.0,,
6332,Toyota Innova Crysta 2.4 ZX MT,Hyderabad,2023,65896,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,25.04 Lakh,
6333,Hyundai i20 Asta Option 1.4 CRDi,Chennai,2022,120000,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,,
6334,Mahindra Verito Vibe 1.5 dCi D6,Mumbai,2019,26000,Diesel,Manual,First,20.8 kmpl,1461 CC,64.1 bhp,5.0,8.92 Lakh,
6335,Maruti Eeco 5 Seater AC,Chennai,2018,62300,Petrol,Manual,Second,15.1 kmpl,1196 CC,73 bhp,5.0,5.01 Lakh,
6336,Toyota Corolla Altis 1.8 G,Kochi,2018,77801,Petrol,Manual,First,14.28 kmpl,1798 CC,138.03 bhp,5.0,19.01 Lakh,
6337,Toyota Corolla Altis VL AT,Mumbai,2021,42000,Petrol,Automatic,First,14.28 kmpl,1798 CC,138.03 bhp,5.0,,
6338,Mercedes-Benz A Class A180 Sport,Bangalore,2019,35000,Petrol,Automatic,Second,15.5 kmpl,1595 CC,120.7 bhp,5.0,,
6339,Hyundai i20 Asta 1.4 CRDi,Kolkata,2022,30134,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,,
6340,Honda Accord 2.4 M/T,Delhi,2018,79038,Petrol,Manual,First,12.8 kmpl,2354 CC,177.6 bhp,5.0,,
6341,Honda Accord 2.4 AT,Mumbai,2015,80000,Petrol,Automatic,Second,11.7 kmpl,2354 CC,177.6 bhp,5.0,,
6342,Mahindra Bolero SLE BSIII,Hyderabad,2018,75000,Diesel,Manual,First,15.96 kmpl,2523 CC,62.1 bhp,7.0,,
6343,Maruti Ritz LDi,Bangalore,2016,80000,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5.0,,
6344,Skoda Superb Elegance 1.8 TSI AT,Delhi,2020,84419,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,,
6345,Honda Amaze S i-Vtech,Kolkata,2019,70200,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,
6346,Volkswagen Vento Petrol Highline,Chennai,2019,98000,Petrol,Manual,Second,15.04 kmpl,1598 CC,103.6 bhp,5.0,,
6347,Maruti Ritz LDi,Chennai,2022,131503,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,,
6348,Honda City 1.5 S MT,Jaipur,2017,54652,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,
6349,Volkswagen Jetta 2007-2011 1.6 Trendline,Mumbai,2016,92000,Petrol,Manual,Second,14.0 kmpl,1595 CC,102 bhp,5.0,,
6350,Ford Figo Petrol ZXI,Kolkata,2016,44287,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,5.0,,
6351,Toyota Innova 2.5 G (Diesel) 7 Seater,Pune,2021,205000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,,
6352,Hyundai Elite i20 Asta Option,Hyderabad,2021,48000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5.0,9.45 Lakh,
6353,Mahindra KUV 100 mFALCON D75 K2,Mumbai,2022,18000,Diesel,Manual,First,25.32 kmpl,1198 CC,77 bhp,6.0,,
6354,Bentley Flying Spur W12,Bangalore,2014,31200,Petrol,Automatic,Second,10.2 kmpl,5998 CC,616 bhp,5.0,3.75 Cr,
6355,Honda City 1.5 V MT,Pune,2015,72000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,
6356,Hyundai i20 Magna,Mumbai,2015,85000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5.0,,
6357,Honda City 1.5 V MT,Kolkata,2016,27000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,
6358,Toyota Fortuner 2.8 2WD MT,Mumbai,2018,126000,Diesel,Manual,First,14.24 kmpl,2755 CC,174.5 bhp,7.0,35.16 Lakh,
6359,Tata Indica V2 DLS BSIII,Pune,2023,50000,Diesel,Manual,First,17.88 kmpl,1405 CC,48.21 bhp,5.0,,
6360,Honda Amaze S i-Vtech,Mumbai,2019,58811,Petrol,Manual,Second,18.0 kmpl,1198 CC,86.7 bhp,5.0,,
6361,Volkswagen Polo Diesel Highline 1.2L,Pune,2019,52196,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,
6362,Nissan Micra Active XV,Coimbatore,2023,45105,Petrol,Manual,First,19.69 kmpl,1198 CC,67.04 bhp,5.0,6.78 Lakh,
6363,Hyundai Grand i10 Sportz,Hyderabad,2021,25160,Petrol,Manual,Second,18.9 kmpl,1197 CC,82 bhp,5.0,,
6364,Tata Tigor 1.2 Revotron XZ Option,Hyderabad,2023,18000,Petrol,Manual,First,20.3 kmpl,1199 CC,84 bhp,5.0,,
6365,Honda Accord 2001-2003 2.3 VTI L MT,Bangalore,2013,74000,Petrol,Manual,First,11.9 kmpl,2354 CC,144 bhp,5.0,,
6366,Mahindra Xylo E4,Chennai,2015,67700,Diesel,Manual,First,14.0 kmpl,2498 CC,112 bhp,7.0,,
6367,Land Rover Freelander 2 S Business Edition,Kochi,2021,61062,Diesel,Automatic,First,12.39 kmpl,2179 CC,147.51 bhp,5.0,,
6368,Toyota Innova 2.5 VX (Diesel) 7 Seater,Kolkata,2022,105000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,,
6369,Tata Indigo eCS eLX BS IV,Pune,2019,155550,Diesel,Manual,First,25.0 kmpl,1396 CC,69.01 bhp,5.0,,
6370,Maruti Vitara Brezza VDi Option,Delhi,2022,66000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,,
6371,Honda City 1.5 V MT,Kochi,2018,93884,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5.0,,
6372,Fiat Linea Emotion (Diesel),Mumbai,2015,200000,Diesel,Manual,First,20.4 kmpl,1248 CC,91.7 bhp,5.0,,
6373,Tata Tiago 1.2 Revotron XZ,Kolkata,2022,57200,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5.0,6.24 Lakh,
6374,Volkswagen Polo Diesel Comfortline 1.2L,Hyderabad,2019,93568,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,
6375,Maruti Wagon R VXI BS IV,Kolkata,2020,54000,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5.0,,
6376,Hyundai Creta 1.6 CRDi AT SX Plus,Bangalore,2022,40571,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5.0,,
6377,Audi A4 35 TDI Technology,Hyderabad,2021,59000,Diesel,Automatic,First,18.25 kmpl,1968 CC,187.74 bhp,5.0,55.61 Lakh,
6378,BMW X1 xDrive 20d xLine,Coimbatore,2023,17273,Diesel,Automatic,First,20.68 kmpl,1995 CC,190 bhp,5.0,,
6379,Ford Endeavour 3.0L AT 4x2,Mumbai,2017,100077,Diesel,Automatic,Second,11.4 kmpl,2953 CC,153.86 bhp,7.0,,
6380,Hyundai i10 Magna AT,Kochi,2017,39934,Petrol,Automatic,First,19.2 kmpl,1197 CC,80 bhp,5.0,,
6381,Maruti Vitara Brezza LDi,Bangalore,2022,46000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,9.42 Lakh,
6382,Honda City 1.5 V MT,Coimbatore,2022,30842,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,
6383,Mercedes-Benz New C-Class 200 K AT,Mumbai,2011,65000,Petrol,Automatic,Second,11.7 kmpl,1796 CC,178 bhp,5.0,,
6384,Volvo XC90 2007-2015 D5 AWD,Bangalore,2022,70000,Diesel,Manual,First,11.1 kmpl,2400 CC,200 bhp,7.0,,
6385,Toyota Fortuner 3.0 Diesel,Chennai,2017,150152,Diesel,Manual,Second,11.5 kmpl,2982 CC,171 bhp,7.0,,
6386,Nissan Teana 230jM,Coimbatore,2015,67038,Petrol,Automatic,First,9.1 kmpl,2349 CC,null bhp,5.0,,
6387,Hyundai Santro Xing GLS CNG,Bangalore,2017,43985,CNG,Manual,First,11.88 km/kg,1086 CC,62.1 bhp,5.0,,
6388,BMW X6 xDrive30d,Coimbatore,2020,58598,Diesel,Automatic,First,11.2 kmpl,2993 CC,241 bhp,4.0,,
6389,Tata Indigo CS eVX,Pune,2022,100000,Diesel,Manual,First,25.0 kmpl,1396 CC,69.01 bhp,5.0,,
6390,Audi Q5 30 TDI quattro Premium Plus,Jaipur,2022,35000,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5.0,,
6391,Hyundai i10 Sportz 1.2,Pune,2014,84500,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,
6392,Maruti Baleno Delta 1.2,Kolkata,2024,18006,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,
6393,Maruti Swift VDI,Hyderabad,2019,99000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,8.44 Lakh,
6394,Maruti Eeco 5 Seater AC,Delhi,2020,51200,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,5.0,4.56 Lakh,
6395,Toyota Land Cruiser Prado VX L,Pune,2020,130000,Diesel,Automatic,First,11.0 kmpl,2982 CC,170.30 bhp,7.0,,
6396,Hyundai Tucson 2.0 e-VGT 4WD AT GLS,Ahmedabad,2023,25000,Diesel,Automatic,First,16.38 kmpl,1995 CC,182.46 bhp,5.0,29.9 Lakh,
6397,Maruti Baleno Delta,Kochi,2023,32352,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,7.12 Lakh,
6398,Hyundai i10 Sportz 1.2,Bangalore,2017,20000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,
6399,Audi A4 2.0 TDI,Bangalore,2019,46000,Diesel,Automatic,Second,16.55 kmpl,1968 CC,147.51 bhp,5.0,,
6400,Maruti Dzire AMT ZXI Plus,Mumbai,2024,12500,Petrol,Automatic,First,22.0 kmpl,1197 CC,81.80 bhp,5.0,9.94 Lakh,
6401,Toyota Innova 2.5 GX 8 STR,Delhi,2017,53138,Diesel,Manual,Third & above,12.8 kmpl,2494 CC,102 bhp,8.0,,
6402,Maruti Swift Dzire Tour LDI,Pune,2019,170000,Diesel,Manual,Second,23.4 kmpl,1248 CC,74 bhp,5.0,,
6403,Maruti Swift LDI,Kolkata,2018,38583,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,
6404,Maruti Wagon R VXI AMT Opt,Hyderabad,2022,26000,Petrol,Automatic,First,22.5 kmpl,998 CC,67 bhp,5.0,6.44 Lakh,
6405,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2023,22865,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5.0,,
6406,Skoda Laura L and K MT,Kolkata,2019,45000,Diesel,Manual,First,17.5 kmpl,1896 CC,106 bhp,5.0,,
6407,Maruti Swift LXI Option,Kochi,2023,62889,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5.0,,
6408,Maruti Omni MPI CARGO BSIV,Pune,2019,153000,Petrol,Manual,First,16.8 kmpl,796 CC,34.2 bhp,5.0,,
6409,Maruti Swift VDI,Ahmedabad,2022,67000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,7.67 Lakh,
6410,Honda Amaze S AT i-Vtech,Mumbai,2020,39000,Petrol,Automatic,First,15.5 kmpl,1198 CC,86.7 bhp,5.0,,
6411,Toyota Corolla H2,Chennai,2012,164000,Petrol,Manual,Second,13.4 kmpl,1794 CC,125 bhp,5.0,,
6412,Maruti Swift Dzire Vdi BSIV,Coimbatore,2024,57178,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,,
6413,Audi A6 2011-2015 2.0 TDI Premium Plus,Delhi,2019,40000,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,
6414,Chevrolet Spark 1.0 LT,Mumbai,2013,40000,Petrol,Manual,First,18.0 kmpl,995 CC,62 bhp,5.0,,
6415,Hyundai Verna CRDi ABS,Mumbai,2013,89564,Diesel,Manual,Third & above,18.1 kmpl,1493 CC,110 bhp,5.0,,
6416,Maruti Ertiga VXI,Delhi,2018,66727,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,7.0,,
6417,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Mumbai,2019,75000,Diesel,Automatic,Second,15.73 kmpl,1968 CC,174.33 bhp,5.0,,
6418,Chevrolet Cruze LTZ AT,Coimbatore,2023,31056,Diesel,Automatic,First,14.81 kmpl,1998 CC,163.7 bhp,5.0,,
6419,Volkswagen Vento Petrol Highline,Pune,2017,61000,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5.0,,
6420,Hyundai Xcent 1.2 Kappa AT SX Option,Kochi,2022,34782,Petrol,Automatic,First,16.9 kmpl,1197 CC,82 bhp,5.0,,
6421,Hyundai i10 Sportz 1.2,Coimbatore,2018,31736,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,
6422,Nissan Terrano XV D Pre,Pune,2020,75000,Diesel,Manual,First,19.64 kmpl,1461 CC,108.5 bhp,5.0,16.82 Lakh,
6423,Mahindra Thar CRDe AC,Mumbai,2020,15000,Diesel,Manual,First,16.55 kmpl,2498 CC,105 bhp,6.0,,
6424,Ford Ecosport 1.5 DV5 MT Ambiente,Coimbatore,2022,38503,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,
6425,Honda BRV i-DTEC V MT,Coimbatore,2023,45353,Diesel,Manual,First,21.9 kmpl,1498 CC,98.6 bhp,7.0,15.59 Lakh,
6426,Land Rover Range Rover HSE,Hyderabad,2021,30000,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5.0,,
6427,Toyota Etios G,Pune,2017,69470,Petrol,Manual,Second,17.6 kmpl,1496 CC,88.73 bhp,5.0,,
